,dataset_A,dataset_B
6329,26454,8730
6330,26861,105009
6331,30049,61624
6332,30363,11207
6333,30416,244985
6334,30421,33618
6335,30690,97812
6336,31419,249789
6337,32160,66858
6338,32360,105116
6339,32472,267301
6340,32843,330918
6341,32866,350532
6342,32903,57026
6343,32920,66656
6344,33386,138223
6345,34067,95274
6346,34447,173491
6347,34517,182057
6348,36208,173016
6349,36640,252336
6350,38095,43184
6351,39906,23547
6352,40316,182322
6353,41366,166298
6354,42073,83082
6355,42608,250042
6356,42685,38858
6357,44751,55298
6358,46119,25993
6359,46843,16304
6360,47440,251520
6361,48190,301067
6362,49730,68372
6363,50431,212695
6364,51602,186636
6365,53834,67522
6366,53874,105420
6367,54141,301644
6368,54340,30752
6369,55896,79607
6370,56120,10432
6371,56286,58825
6372,57509,12249
6373,59251,211720
6374,59448,104659
6375,60139,67404
6376,61402,98639
6377,61599,266655
6378,62340,70370
6379,63051,329905
6380,63111,36940
6381,63611,178229
6382,63890,12475
6383,64034,62685
6384,64779,94473
6385,65070,330235
6386,65573,332956
6387,67256,253812
6388,67876,69834
6389,69463,268232
6390,70928,251708
6391,71275,59737
6392,71958,10699
6393,72542,250485
6394,72566,36244
6395,72604,231545
6396,74314,176942
6397,74570,11114
6398,74845,175993
6399,75636,95336
6400,75951,307859
6401,76319,303977
6402,76371,174975
6403,76633,27972
6404,77593,208087
6405,77676,253600
6406,77958,36868
6407,77964,207632
6408,79498,308932
6409,80835,206804
6410,81137,177894
6411,81158,77288
6412,81244,244031
6413,81337,137365
6414,81689,104564
6415,81698,22117
6416,83995,79617
6417,84720,94426
6418,91178,106008
6419,99155,104405
6420,101111,248465
6421,102600,365355
6422,104340,353071
6423,104362,106013
6424,104380,397694
6425,104382,255964
6426,104387,225616
6427,104433,105894
6428,104469,80210
6429,104501,324172
6430,104543,186794
6431,104559,84297
6432,104682,181248
6433,104714,191885
6434,104728,68080
6435,104747,267603
6436,104811,15311
6437,104815,330415
6438,104887,28365
6439,104892,62118
6440,104977,251696
6441,104987,251039
6442,105001,67780
6443,105083,80100
6444,105129,106207
6445,105148,80933
6446,105230,78600
6447,105283,180410
6448,105296,55907
6449,105376,51691
6450,105451,265844
6451,105499,333754
6452,105506,69861
6453,105576,164261
6454,105597,104918
6455,105668,234526
6456,105842,173827
6457,106019,263595
6458,106020,248790
6459,106026,356074
6460,106086,37447
6461,106090,227713
6462,106144,101690
6463,106179,9598
6464,108722,241703
6465,117213,373844
6466,119968,68579
6467,152247,179762
6468,156879,256411
6469,157656,302895
6470,158323,356006
6471,158362,105896
6472,159197,105368
6473,159221,58570
6474,162057,178989
6475,164291,77632
6476,166083,243002
6477,168783,178746
6478,170054,71295
6479,170704,378342
6480,170979,74780
6481,171067,105329
6482,172882,172685
6483,173291,320560
6484,174410,105076
6485,175279,54615
6486,175454,11964
6487,176231,331572
6488,177605,105109
6489,12977,265675
6490,12989,185242
6491,18208,215015
6492,22162,70497
6493,22224,203346
6494,22386,209614
6495,26691,184335
6496,27790,204957
6497,28253,223179
6498,28926,38398
6499,31186,31982
6500,32837,46003
6501,36054,233383
6502,36265,20579
6503,36579,194029
6504,36735,25179
6505,37887,9269
6506,41464,186233
6507,8838,76795
6508,9036,39783
6509,9113,162170
6510,9142,202044
6511,9524,173894
6512,9565,335294
6513,9569,232161
6514,9636,54460
6515,9684,310521
6516,9958,353098
6517,10145,57085
6518,10262,265802
6519,10386,104299
6520,10388,13630
6521,10531,191579
6522,11033,197432
6523,11163,190362
6524,11176,88104
6525,11301,30719
6526,11610,65450
6527,11865,227260
6528,11991,350628
6529,12012,56746
6530,12130,181997
6531,12322,91307
6532,12419,88251
6533,12541,66345
6534,12602,412065
6535,12759,204593
6536,13031,174615
6537,13040,323067
6538,13077,306429
6539,13116,257594
6540,13259,174329
6541,13711,66940
6542,14033,182017
6543,14084,181193
6544,14347,185484
6545,14413,41052
6546,14509,51219
6547,14615,68856
6548,14799,49229
6549,14974,218613
6550,15054,368028
6551,15265,181290
6552,15347,350947
6553,15413,301276
6554,15507,168179
6555,15537,64712
6556,15699,174924
6557,15704,182282
6558,15735,96548
6559,15990,176355
6560,16001,215482
6561,16177,101110
6562,16233,92241
6563,16368,250785
6564,16493,176167
6565,16496,309486
6566,16561,320320
6567,16593,237248
6568,16623,64287
6569,16682,193903
6570,16775,103340
6571,17009,254228
6572,17221,192081
6573,17256,198068
6574,17337,90052
6575,17404,75093
6576,17443,172906
6577,17492,180185
6578,17740,92814
6579,17777,305710
6580,17848,91609
6581,17980,95430
6582,18024,320150
6583,18155,90743
6584,18287,174676
6585,18744,14572
6586,18856,41840
6587,18890,23806
6588,18923,66909
6589,18924,220522
6590,18956,206498
6591,19244,237238
6592,19515,97324
6593,19687,358051
6594,20008,178817
6595,20059,182490
6596,20093,25380
6597,20122,98633
6598,20240,361807
6599,20453,240733
6600,21007,225056
6601,21290,256729
6602,21350,305898
6603,21358,30449
6604,21375,198376
6605,21510,371740
6606,21554,223476
6607,21629,92163
6608,21660,182389
6609,22026,50942
6610,22183,320085
6611,22307,343340
6612,22729,91868
6613,22769,62945
6614,22805,210248
6615,22807,199302
6616,22911,418391
6617,23178,163533
6618,23187,177909
6619,23285,36007
6620,23361,105156
6621,23456,201522
6622,23681,69942
6623,23771,180855
6624,24173,90915
6625,24175,173636
6626,24244,101212
6627,24316,50670
6628,24397,383959
6629,24483,173274
6630,24491,227221
6631,24845,223377
6632,24985,172789
6633,25200,210488
6634,25254,227038
6635,25408,321660
6636,25530,95870
6637,25537,264327
6638,25610,57321
6639,25777,217892
6640,25824,93574
6641,25910,90936
6642,25915,6206
6643,25925,370316
6644,25960,47335
6645,26011,25134
6646,26514,369698
6647,26669,91806
6648,26944,31712
6649,26995,103253
6650,27022,420163
6651,27029,220781
6652,27096,26299
6653,27146,172377
6654,27332,94655
6655,27371,31522
6656,27788,371141
6657,27828,349780
6658,27853,363742
6659,27952,88968
6660,28217,26485
6661,28429,65185
6662,28654,98128
6663,28811,181757
6664,28971,172879
6665,29045,90691
6666,29545,197983
6667,29616,159393
6668,30057,99468
6669,30136,204692
6670,30247,178343
6671,30264,244191
6672,30316,201342
6673,30476,6476
6674,30511,98091
6675,30535,206736
6676,30623,320553
6677,30641,98044
6678,30724,100985
6679,31226,226570
6680,31252,102378
6681,31642,94688
6682,31739,104346
6683,31899,89435
6684,32031,206003
6685,32062,173604
6686,32248,201099
6687,32255,183951
6688,32266,106012
6689,32394,104594
6690,32419,358400
6691,32444,89984
6692,32573,99175
6693,32582,389022
6694,32990,390857
6695,33268,226294
6696,33320,352681
6697,33327,367520
6698,33335,301432
6699,33694,69854
6700,33988,398563
6701,34050,312613
6702,34079,175393
6703,34244,88270
6704,34382,98684
6705,34429,349760
6706,34504,296706
6707,34579,284017
6708,34699,80050
6709,34802,302283
6710,35062,66547
6711,35247,266464
6712,35258,235990
6713,35389,94332
6714,35407,321354
6715,35545,253719
6716,35719,196878
6717,35725,72972
6718,35765,81675
6719,35824,71728
6720,36044,180730
6721,36310,304808
6722,36313,189896
6723,36350,180819
6724,36475,90731
6725,36604,217651
6726,36608,24048
6727,36688,51060
6728,37066,210638
6729,37144,360459
6730,37307,226612
6731,37325,178742
6732,37382,205598
6733,37557,43287
6734,37707,174058
6735,37767,370207
6736,37782,424857
6737,38142,221655
6738,38149,174566
6739,38369,172957
6740,38502,80435
6741,38505,252522
6742,38655,174189
6743,38694,11259
6744,38830,53165
6745,38948,174695
6746,39050,216107
6747,39055,212952
6748,39172,343965
6749,39207,105794
6750,39606,418605
6751,39826,302157
6752,40192,45834
6753,40295,76509
6754,40302,172291
6755,40373,38123
6756,40678,354070
6757,40935,317534
6758,40991,306161
6759,41064,226091
6760,41128,300923
6761,41175,97119
6762,41243,196149
6763,41337,57454
6764,41798,255020
6765,41832,197166
6766,41904,173396
6767,41928,225678
6768,42003,165324
6769,42298,301535
6770,42383,303762
6771,42391,103117
6772,42477,181535
6773,42644,93536
6774,42667,243094
6775,42747,317800
6776,42802,14200
6777,43066,93111
6778,43150,369602
6779,43227,179163
6780,43416,265571
6781,43480,216487
6782,43564,177025
6783,43632,216529
6784,43783,89209
6785,43788,203586
6786,43836,176848
6787,43918,40266
6788,44085,40410
6789,44086,226431
6790,44146,63721
6791,44314,310818
6792,44576,219506
6793,44833,84654
6794,44851,96119
6795,44869,304024
6796,44968,94161
6797,45024,305117
6798,45148,89301
6799,45240,27252
6800,45280,173635
6801,45295,369232
6802,45302,301052
6803,45410,244312
6804,45415,47949
6805,45428,76572
6806,45431,28009
6807,45686,321483
6808,45836,37122
6809,45892,408055
6810,46010,306553
6811,46127,103041
6812,46164,50777
6813,46224,245683
6814,46562,311160
6815,46617,16106
6816,46680,105489
6817,46974,106130
6818,47077,8391
6819,47184,198169
6820,47188,104562
6821,47283,42909
6822,47311,179602
6823,47408,323280
6824,47544,37277
6825,47561,227334
6826,47642,101251
6827,47675,94302
6828,47725,321556
6829,47822,104324
6830,47854,421643
6831,48056,191645
6832,48090,416563
6833,48133,310397
6834,48149,368012
6835,48187,37515
6836,48542,225544
6837,49232,215334
6838,49579,93658
6839,49636,262361
6840,49724,195223
6841,49794,49199
6842,49821,177006
6843,49895,105705
6844,49921,319530
6845,49936,35018
6846,49939,186450
6847,50142,96596
6848,50263,220043
6849,50460,88150
6850,50590,205305
6851,50743,231478
6852,50764,13163
6853,50834,213912
6854,50888,10543
6855,51017,203943
6856,51058,189678
6857,51059,162045
6858,51106,351448
6859,51270,181874
6860,51325,105943
6861,51343,349574
6862,51386,221460
6863,51758,71983
6864,51767,389469
6865,51849,174465
6866,52155,370395
6867,52191,304284
6868,52243,89110
6869,52321,356875
6870,52379,63679
6871,52716,105069
6872,52749,99196
6873,52792,56271
6874,52826,320247
6875,52902,91311
6876,52940,206971
6877,53067,229557
6878,53128,182416
6879,53280,238155
6880,53340,174077
6881,53530,182522
6882,53569,25156
6883,53573,251528
6884,53840,421743
6885,53878,180072
6886,53993,16601
6887,54207,191315
6888,54339,22737
6889,54456,124765
6890,54560,103791
6891,54602,357260
6892,54651,226372
6893,54697,104418
6894,54700,322158
6895,54942,203661
6896,55047,217543
6897,55787,362145
6898,56016,89522
6899,56062,187582
6900,56155,266517
6901,56358,320280
6902,56507,322035
6903,56514,180424
6904,56667,75098
6905,56810,93422
6906,57142,234407
6907,57192,28187
6908,57316,243645
6909,57365,245949
6910,57423,251849
6911,57660,235211
6912,57732,397964
6913,57837,355446
6914,58067,59763
6915,58070,374232
6916,58096,419028
6917,58097,93800
6918,58314,26404
6919,58358,95138
6920,58397,369967
6921,58656,39630
6922,58685,416207
6923,58809,343354
6924,58835,49589
6925,58881,49989
6926,58899,321810
6927,58913,190048
6928,59066,229756
6929,59214,225740
6930,59323,262488
6931,59325,104285
6932,59356,176059
6933,59381,14394
6934,59538,399637
6935,59552,176980
6936,59645,302382
6937,59676,203186
6938,59854,27376
6939,59991,317779
6940,60420,92248
6941,60498,89914
6942,60520,362707
6943,60650,265257
6944,60665,23651
6945,60883,321790
6946,61137,180331
6947,61173,182244
6948,61253,54059
6949,61367,175937
6950,61564,250453
6951,61576,205685
6952,61736,75458
6953,62193,320596
6954,62360,352313
6955,62419,70640
6956,62491,104021
6957,62570,100209
6958,62808,222297
6959,62866,303362
6960,63088,19560
6961,63118,193913
6962,63223,175950
6963,63493,304822
6964,63552,240388
6965,63593,10828
6966,63612,10573
6967,63639,369941
6968,63677,100097
6969,63720,266321
6970,63829,190246
6971,63834,317627
6972,63913,42630
6973,63970,182871
6974,64329,176300
6975,64406,40394
6976,64454,321468
6977,64724,202831
6978,64916,12837
6979,65056,22924
6980,65243,236782
6981,65403,208683
6982,65459,65771
6983,65559,48445
6984,65905,103015
6985,65960,74705
6986,66172,46996
6987,66252,90715
6988,66583,359528
6989,66910,355453
6990,66973,105220
6991,67537,96710
6992,67538,46883
6993,67738,79772
6994,68427,9434
6995,68468,322180
6996,68735,398403
6997,68739,421834
6998,68785,240949
6999,68942,237908
7000,69070,174221
7001,69071,102153
7002,69163,102135
7003,69167,31146
7004,69315,419199
7005,69480,181276
7006,69492,206878
7007,69510,350148
7008,69574,185508
7009,69900,184795
7010,69962,211145
7011,70204,181336
7012,70315,104789
7013,70357,352812
7014,70394,330555
7015,70493,61962
7016,71044,27764
7017,71089,324754
7018,71134,176429
7019,71287,40984
7020,71317,38113
7021,71366,370081
7022,71510,301821
7023,71594,308719
7024,71666,174582
7025,71688,418813
7026,71732,367412
7027,71770,310219
7028,71847,60506
7029,71913,266037
7030,72017,91489
7031,72208,90098
7032,72237,177547
7033,72304,268241
7034,72445,124218
7035,72513,201462
7036,72518,405266
7037,72739,42418
7038,72741,199257
7039,72749,63492
7040,73944,399763
7041,74235,51929
7042,74242,322116
7043,74317,225212
7044,74344,84597
7045,74623,239029
7046,74629,95372
7047,74638,16976
7048,74649,175053
7049,74688,47087
7050,74811,247244
7051,74955,356972
7052,75196,246906
7053,75359,19904
7054,76018,42041
7055,76060,178809
7056,76227,353020
7057,76299,50115
7058,76363,177380
7059,76526,170960
7060,77050,30801
7061,77270,178703
7062,77287,255064
7063,77536,36402
7064,77642,370228
7065,77651,176008
7066,77667,52676
7067,77688,367015
7068,77706,86551
7069,77756,166262
7070,77800,104449
7071,77810,263632
7072,77959,5159
7073,77960,176936
7074,78162,41575
7075,78206,407444
7076,78332,370018
7077,78414,405335
7078,78517,265882
7079,78811,373624
7080,78914,104377
7081,79247,104427
7082,79261,70875
7083,79417,93548
7084,79477,88938
7085,79551,104611
7086,79684,383965
7087,79714,208241
7088,79803,343367
7089,79814,301496
7090,79816,79213
7091,80028,330182
7092,80036,265613
7093,80113,422900
7094,80114,105135
7095,80286,331284
7096,80499,104974
7097,80525,176122
7098,80651,244345
7099,80667,322079
7100,80689,69177
7101,80765,177200
7102,80873,417476
7103,80936,101510
7104,81011,238554
7105,81272,415279
7106,81387,368116
7107,81415,40025
7108,81547,398552
7109,81563,176245
7110,81661,105084
7111,81749,407445
7112,81781,367705
7113,81911,45125
7114,82030,179454
7115,82121,238764
7116,82360,416593
7117,82442,418881
7118,82716,398198
7119,82881,106124
7120,82915,46636
7121,82943,49381
7122,82992,188125
7123,83186,239108
7124,83415,106074
7125,83460,384362
7126,83700,239666
7127,83887,369077
7128,83953,330522
7129,84382,356761
7130,84630,46820
7131,84641,64890
7132,84813,158147
7133,85460,417825
7134,85783,173718
7135,86129,23370
7136,86938,361798
7137,87085,330257
7138,87234,418821
7139,88284,216599
7140,88911,74000
7141,89171,41959
7142,89242,98242
7143,89264,232338
7144,90150,79550
7145,90194,238426
7146,90255,100441
7147,90651,237681
7148,90940,66082
7149,91298,68207
7150,91796,72183
7151,91914,29138
7152,91949,422047
7153,92666,239082
7154,93089,19937
7155,93367,60300
7156,93867,355923
7157,93960,57753
7158,94090,22633
7159,94513,173850
7160,95033,13692
7161,95361,46129
7162,97533,233775
7163,98114,267479
7164,99115,100844
7165,99265,33211
7166,99548,37096
7167,99765,65057
7168,100337,55646
7169,100716,304513
7170,102299,242833
7171,102404,221671
7172,102444,21050
7173,103139,181038
7174,103828,58147
7175,104330,254805
7176,104351,263206
7177,104355,317988
7178,104356,174890
7179,104371,352419
7180,104381,76426
7181,104406,82637
7182,104423,105666
7183,104445,29983
7184,104450,32820
7185,104518,411873
7186,104533,85547
7187,104536,317588
7188,104548,83115
7189,104565,16574
7190,104606,104618
7191,104614,15327
7192,104636,52395
7193,104655,174383
7194,104675,58644
7195,104693,196376
7196,104696,362021
7197,104720,367261
7198,104723,46438
7199,104734,92717
7200,104741,397432
7201,104748,398935
7202,104785,78843
7203,104799,56916
7204,104800,244701
7205,104827,209879
7206,104845,412657
7207,104883,412424
7208,104993,92275
7209,105015,239842
7210,105019,367279
7211,105037,234167
7212,105055,240223
7213,105068,267366
7214,105071,211360
7215,105097,223349
7216,105104,246289
7217,105134,254216
7218,105178,310288
7219,105239,60772
7220,105240,81933
7221,105282,422672
7222,105291,413942
7223,105338,418917
7224,105354,423609
7225,105373,367323
7226,105383,39195
7227,105403,414634
7228,105409,100722
7229,105412,82760
7230,105443,175861
7231,105445,77284
7232,105457,242683
7233,105483,82403
7234,105515,397846
7235,105572,398945
7236,105582,248492
7237,105586,28279
7238,105598,405831
7239,105662,267502
7240,105690,89762
7241,105695,253994
7242,105701,393676
7243,105713,85523
7244,105726,104417
7245,105749,61591
7246,105764,308050
7247,105766,13607
7248,105772,240147
7249,105778,235761
7250,105800,83733
7251,105857,398472
7252,105860,397974
7253,105866,251766
7254,105905,415391
7255,105919,356313
7256,105929,253009
7257,105995,89966
7258,106036,363250
7259,106038,172765
7260,106108,63990
7261,106110,16405
7262,106114,397693
7263,106133,367928
7264,106152,256676
7265,106165,369394
7266,106166,193012
7267,107560,369742
7268,109278,76005
7269,115634,424608
7270,115766,5332
7271,126610,171029
7272,130131,3817
7273,143066,156680
7274,156121,175284
7275,156865,356922
7276,156874,58007
7277,156888,84719
7278,156891,406374
7279,156979,195757
7280,157398,100482
7281,157505,8207
7282,157704,212784
7283,158162,232048
7284,158706,369891
7285,159503,51648
7286,159914,262534
7287,160092,246270
7288,161015,368355
7289,161249,18678
7290,161537,21743
7291,161795,166134
7292,162128,165602
7293,163626,84399
7294,164964,350815
7295,165420,235346
7296,165677,250034
7297,165688,71385
7298,165787,85765
7299,166143,339253
7300,166461,99926
7301,166677,11156
7302,166688,1507
7303,167210,367047
7304,168258,125081
7305,168864,97693
7306,169658,370025
7307,169760,70226
7308,169798,55928
7309,170505,253840
7310,170658,368176
7311,172361,15925
7312,172380,264170
7313,172386,214004
7314,172540,22574
7315,172773,172285
7316,172799,345057
7317,172816,232146
7318,172929,389264
7319,173260,340565
7320,173289,266191
7321,173488,76823
7322,173861,80677
7323,173903,11830
7324,173914,51829
7325,174228,83776
7326,174324,24449
7327,174347,43093
7328,174395,266553
7329,174486,263439
7330,174841,33182
7331,175342,42821
7332,177118,175640
7333,177213,158695
7334,177737,51371
7335,177848,70711
7336,177906,60286
7337,178118,306147
7338,178375,18379
7339,178522,61662
7340,178644,50940
7341,178730,312078
7342,178922,52162
7343,178956,74862
7344,178962,267180
7345,179095,203015
7346,179382,184631
7347,179468,190126
7348,179502,190681
7349,179561,16019
7350,179750,105142
7351,179824,370301
7352,179993,354196
7353,179996,215792
7354,180117,266242
7355,180150,265526
7356,180226,9975
7357,180285,58376
7358,180750,14587
7359,181241,303066
7360,181514,180047
7361,181586,263615
7362,181940,105241
7363,182559,306927
7364,182601,221723
7365,182631,321128
7366,182964,399104
7367,183277,72238
7368,183695,15358
7369,183756,61254
7370,184167,349951
7371,184194,363390
7372,184543,368143
7373,184565,42543
7374,184769,249179
7375,184803,234871
7376,185237,14415
7377,185602,141226
7378,185846,210067
7379,186369,49959
7380,186645,317968
7381,186922,88211
7382,186939,225158
7383,186961,23099
7384,187041,342268
7385,187245,94187
7386,187356,209570
7387,187569,72396
7388,187941,20589
7389,189324,257109
7390,189351,358344
7391,189499,176752
7392,189838,262524
7393,189978,266302
7394,190284,397831
7395,190299,87969
7396,190304,218970
7397,190424,249737
7398,190440,363051
7399,190500,101216
7400,190642,105349
7401,190887,42566
7402,190971,285758
7403,191019,105316
7404,191191,75271
7405,191673,357950
7406,191689,92321
7407,191711,323725
7408,191966,166604
7409,192109,303502
7410,192157,104586
7411,192313,104932
7412,192504,363602
7413,192581,44904
7414,192630,7398
7415,192654,46056
7416,192801,179367
7417,193120,16732
7418,193296,105328
7419,193523,267458
7420,193658,191787
7421,193662,90058
7422,193674,84275
7423,193841,1497
7424,193919,181959
7425,193956,102561
7426,193978,105188
7427,194248,29436
7428,194394,51944
7429,194788,352757
7430,195110,72323
7431,195569,249821
7432,195765,399544
7433,195982,99642
7434,195983,367186
7435,196380,54787
7436,196974,352643
7437,197299,73646
7438,197412,25640
7439,197455,241216
7440,197584,174928
7441,197714,384479
7442,197759,342383
7443,197770,12568
7444,198298,223375
7445,198351,63085
7446,198854,301512
7447,198941,72036
7448,199751,23332
7449,199811,308464
7450,199833,202505
7451,199962,248425
7452,200019,21338
7453,200112,198789
7454,200279,406073
7455,200675,329552
7456,200846,390206
7457,200917,199593
7458,201271,36019
7459,201316,89304
7460,201681,368279
7461,201880,320933
7462,202033,265480
7463,202182,39232
7464,202787,176472
7465,202864,307546
7466,202927,245967
7467,203221,367635
7468,203293,182124
7469,203316,75367
7470,203541,23430
7471,203547,156890
7472,203609,245287
7473,203629,187313
7474,203845,306900
7475,204044,84014
7476,204235,32403
7477,204634,184968
7478,204749,105974
7479,204793,351770
7480,204869,330431
7481,205078,320804
7482,205176,187710
7483,205634,56592
7484,205663,39786
7485,205827,95130
7486,205882,369005
7487,206028,57284
7488,206462,105983
7489,206919,184168
7490,207507,361825
7491,207560,25267
7492,207770,49284
7493,207930,62669
7494,208222,317549
7495,208807,63917
7496,208904,261146
7497,209140,204848
7498,209278,69543
7499,209435,221249
7500,209527,104396
7501,209539,421747
7502,209641,104972
7503,209799,104669
7504,209800,308926
7505,210192,303797
7506,210400,322345
7507,210628,230740
7508,210832,368674
7509,210947,307173
7510,211383,303202
7511,211752,232092
7512,212026,32327
7513,212039,1969
7514,212287,75759
7515,212368,18258
7516,212397,367414
7517,213084,414321
7518,213378,69915
7519,213576,26915
7520,213863,222788
7521,213866,253480
7522,214054,244334
7523,214258,27112
7524,214351,207502
7525,214801,70596
7526,214936,301710
7527,215215,183942
7528,215508,184299
7529,215547,198026
7530,215740,20420
7531,215994,18365
7532,216099,51274
7533,216125,245610
7534,216319,105458
7535,216349,267227
7536,216412,67149
7537,216593,89992
7538,217111,106163
7539,217451,255701
7540,217662,369940
7541,217714,299655
7542,217756,312767
7543,217901,32314
7544,218071,41150
7545,218398,153682
7546,218496,351102
7547,218798,17694
7548,219016,13751
7549,219235,239703
7550,219318,62637
7551,219403,227647
7552,219429,236747
7553,219557,317667
7554,219579,321926
7555,219700,59338
7556,220760,89233
7557,221067,38077
7558,221111,264917
7559,221116,356717
7560,221209,42793
7561,221265,246320
7562,221292,223289
7563,221577,78403
7564,221802,176276
7565,221939,96611
7566,222134,176342
7567,222138,206052
7568,222237,34730
7569,222429,137552
7570,222454,66717
7571,222604,25466
7572,223082,370547
7573,223157,352593
7574,223203,60994
7575,223258,253036
7576,223667,22812
7577,223785,64780
7578,223811,36319
7579,224032,209959
7580,224100,368662
7581,224187,31175
7582,224416,64856
7583,224677,38808
7584,224806,105058
7585,225656,267123
7586,225971,66528
7587,226415,195862
7588,226422,101190
7589,226539,38953
7590,226635,22689
7591,226743,190319
7592,227246,36175
7593,227375,412172
7594,227391,303912
7595,227480,71362
7596,227973,77663
7597,228373,354991
7598,228407,215415
7599,228432,330503
7600,228909,79076
7601,229574,47052
7602,229732,193947
7603,230324,49912
7604,230547,12542
7605,232034,352073
7606,232070,310535
7607,232183,247385
7608,232227,196061
7609,232229,255823
7610,232236,325005
7611,232310,53071
7612,232312,372197
7613,232393,358017
7614,232461,248305
7615,232481,34838
7616,232606,369728
7617,232701,267048
7618,232770,349728
7619,232813,308405
7620,232957,154
7621,233068,199013
7622,233125,178931
7623,233147,320113
7624,233242,350943
7625,233379,78601
7626,233483,175165
7627,233588,46584
7628,233709,206961
7629,233850,333859
7630,234057,355277
7631,234118,104588
7632,234122,397438
7633,234142,350970
7634,234194,353435
7635,234197,104837
7636,234484,222946
7637,234492,414127
7638,234537,251508
7639,234585,314872
7640,234595,388702
7641,234635,267976
7642,234778,195023
7643,234783,220067
7644,234807,414655
7645,234818,248896
7646,234844,265881
7647,234893,181610
7648,235044,104989
7649,235118,304687
7650,235435,156872
7651,235441,81575
7652,235494,178073
7653,235575,22051
7654,235727,247168
7655,235753,49906
7656,235981,407054
7657,236121,397912
7658,236138,68499
7659,236166,355351
7660,236480,352268
7661,236486,81631
7662,236495,357263
7663,236637,249970
7664,236711,204222
7665,236769,361287
7666,236811,104407
7667,236820,16940
7668,236868,181767
7669,237133,351389
7670,237197,265585
7671,237290,399136
7672,237330,153847
7673,237511,70553
7674,237528,18611
7675,237616,105064
7676,237740,73382
7677,237770,180807
7678,237823,398139
7679,237825,176835
7680,237937,333116
7681,237964,43733
7682,238052,82037
7683,238126,105404
7684,238297,378371
7685,238313,252198
7686,238398,25803
7687,238585,214853
7688,238687,370201
7689,238905,406623
7690,238970,181879
7691,239002,214589
7692,239023,156860
7693,239036,356666
7694,239137,55702
7695,239353,248600
7696,239354,369556
7697,239362,214199
7698,239518,105300
7699,239553,361280
7700,239621,389690
7701,239720,323015
7702,239798,60601
7703,239839,416815
7704,239999,341897
7705,240026,45860
7706,240187,311676
7707,240256,105607
7708,240264,267537
7709,240293,250342
7710,240491,306769
7711,240664,254354
7712,240721,226299
7713,240826,351743
7714,240853,79961
7715,240928,317794
7716,241064,321968
7717,241111,88733
7718,241294,69125
7719,241351,267607
7720,241397,333893
7721,241688,30729
7722,241779,337465
7723,242026,6117
7724,242226,233682
7725,242340,398942
7726,242504,355408
7727,242625,359537
7728,242641,321608
7729,242850,369006
7730,242872,66242
7731,243182,83042
7732,243194,23542
7733,243238,65060
7734,243309,207341
7735,243538,16459
7736,243571,104873
7737,243664,311216
7738,243793,303569
7739,243820,367586
7740,243879,233586
7741,243910,73729
7742,243939,18738
7743,243957,250019
7744,244012,257559
7745,244056,221805
7746,244210,368403
7747,244253,418862
7748,244476,240640
7749,244662,185037
7750,244708,105677
7751,244814,30199
7752,244911,239981
7753,244933,368928
7754,244936,167724
7755,244942,321494
7756,244974,36
7757,245074,302309
7758,245134,104421
7759,245139,63967
7760,245183,181116
7761,245394,24611
7762,245451,181275
7763,245750,196700
7764,245799,75994
7765,245805,11936
7766,245879,320719
7767,245934,62121
7768,246039,41932
7769,246092,398482
7770,246288,228627
7771,246632,104401
7772,246693,355243
7773,246702,366967
7774,246792,172538
7775,246957,94741
7776,247093,48442
7777,247326,303760
7778,247334,217421
7779,247449,369358
7780,247519,231126
7781,247598,254450
7782,247685,93897
7783,247686,213226
7784,247707,398307
7785,247775,11165
7786,247850,414462
7787,248095,177929
7788,248096,255969
7789,248118,94150
7790,248141,412159
7791,248274,351313
7792,248291,238714
7793,248373,42985
7794,248441,418811
7795,248456,90823
7796,248469,80968
7797,248540,238049
7798,248626,356218
7799,248646,308439
7800,248659,238225
7801,248840,32107
7802,248846,36569
7803,248931,48117
7804,248942,98202
7805,249490,184871
7806,249573,49040
7807,249614,93095
7808,249635,104542
7809,249683,387967
7810,249740,370573
7811,249763,250315
7812,249816,102664
7813,249944,312068
7814,250038,194306
7815,250108,354572
7816,250114,354245
7817,250164,243960
7818,250220,367460
7819,250340,330853
7820,250349,177667
7821,250366,311324
7822,250408,352637
7823,250411,371964
7824,250491,250503
7825,250579,82203
7826,250651,180592
7827,250653,415297
7828,250720,62929
7829,250752,367549
7830,250817,39552
7831,250952,362632
7832,250966,103609
7833,250986,243937
7834,251028,362184
7835,251055,351896
7836,251133,43189
7837,251301,177173
7838,251320,61480
7839,251364,397814
7840,251377,45935
7841,251422,79277
7842,251425,405057
7843,251426,350318
7844,251601,19706
7845,251713,265492
7846,251784,92467
7847,251874,51808
7848,252388,367339
7849,252400,352104
7850,252488,208582
7851,252534,258581
7852,252635,233762
7853,252650,222098
7854,252907,1329
7855,253047,248494
7856,253195,181800
7857,253248,23
7858,253250,246807
7859,253705,189861
7860,254230,333895
7861,254263,242742
7862,254318,156869
7863,254613,24768
7864,254971,18148
7865,255195,366355
7866,255535,265595
7867,255815,7035
7868,255898,43002
7869,256245,13207
7870,256526,232742
7871,256711,387810
7872,256720,370561
7873,256840,351796
7874,257193,350922
7875,257319,337366
7876,258689,104649
7877,258782,217369
7878,259149,104329
7879,259419,368824
7880,259818,10101
7881,260164,39214
7882,261500,252979
